"movieid";"writerid";"addition"
2485013;176818;"(novel)  <1,1,1>"
2485013;225740;"(screenplay)  <2,1,1>"
2485015;53014;"(story)  <2,1,1>"
2485015;202504;"(screenplay)  <1,1,1>"
2485041;53014;"(based on the story ""Who Goes There?"" by)  <2,1,1>"
2485041;151716;"(uncredited)"
2485041;152742;"(uncredited)"
2485041;207294;"(screenplay)  <1,1,1>"
2485156;138563;"(by)  <1,1,1>"
2485156;138563;"(screen play)  <2,1,1>"
2485156;194569;"(story) (uncredited)"
2485156;301327;"(uncredited)"
2485156;389719;"(uncredited)"
2485163;311087;"(screenplay)  <2,1,1>"
2485163;379375;"(novel)  <1,1,1>"
2485163;379375;"(screenplay)  <2,2,1>"
2485237;59528;"(screenplay)  <2,1,2>"
2485237;123438;"(book ""Simulacron 3"") (as Daniel Galouye)  <1,1,1>"
2485237;316121;"(screenplay)  <2,1,1>"
2485256;369862;"(written by) (as Alan R. Trustman)  <1,1,1>"
2485257;92652;"(screenplay)  <2,1,1>"
2485257;369862;"(story) (as Alan R. Trustman)  <1,1,1>"
2485257;395467;"(screenplay)  <2,1,2>"
2485327;36394;"(story)  <1,1,10>"
2485327;43592;"(story)  <1,1,1>"
2485327;70892;"(story)  <1,1,9>"
2485327;74052;"(story)  <1,1,8>"
2485327;137193;"(story) (uncredited)"
2485327;164137;"(story) (uncredited)"
2485327;281909;"(story) (as Bill Peed)  <1,1,4>"
2485327;289103;"(story)  <1,1,6>"
2485327;329602;"(story)  <1,1,3>"
2485327;342765;"(story) (uncredited)"
2485327;361938;"(story)  <1,1,2>"
2485327;394295;"(story)  <1,1,7>"
2485327;398809;"(story)  <1,1,5>"
2485393;97683;"(novel ""Les trois mousquetaires"") (as Alexandre Dumas)  <1,1,1>"
2485393;218246;"(screenplay)  <2,1,1>"
2485547;95993;"(written by)  <1,1,1>"
2485620;15835;"(written by)  <1,1,1>"
2485682;108047;"(screenplay)  <3,1,1>"
2485682;143219;"(story)  <2,1,1>"
2485682;246684;"(characters)  <1,1,1>"
2485831;391815;"(written by)  <1,1,1>"
2485971;289307;"(short story)  <1,1,1>"
2485971;367941;"(screenplay)  <2,1,1>"
2486246;308414;"(novel ""The Glass Inferno"")  <2,2,1>"
2486246;328849;"(novel ""The Glass Inferno"")  <2,1,1>"
2486246;337398;"(screenplay)  <3,1,1>"
2486246;350092;"(novel ""The Tower"")  <1,1,1>"
2486283;183550;"(additional dialogue)  <3,1,1>"
2486283;183550;"(story)  <1,1,1>"
2486283;306857;"(screenplay)  <2,1,1>"
2486283;352962;"(additional dialogue)  <3,1,3>"
2486283;362003;"(additional dialogue) (as Gay Terry)  <3,1,2>"
2486285;121789;"(additional material) (as Fumio Furuyo)  <3,1,2>"
2486285;183550;"(screenplay)  <2,1,2>"
2486285;183550;"(story)  <1,1,1>"
2486285;212371;"(additional material)  <3,1,1>"
2486285;248536;"(additional material)  <3,1,3>"
2486285;306857;"(characters) (uncredited)"
2486285;307257;"(additional material)  <3,1,5>"
2486285;362003;"(screenplay)  <2,1,1>"
2486285;397131;"(additional material)  <3,1,4>"
2486286;183550;"(screenplay)  <2,1,2>"
2486286;183550;"(story)  <1,1,1>"
2486286;212371;"(additional material)  <3,1,1>"
2486286;306857;"(characters) (uncredited)"
2486286;307257;"(additional material)  <3,1,3>"
2486286;362003;"(screenplay)  <2,1,1>"
2486286;397131;"(additional material)  <3,1,2>"
2486655;120124;"(written by)  <1,1,1>"
2486817;165824;"(screenplay)  <1,1,1>"
2486817;368461;"(based on the novel by)  <2,1,1>"
2487055;48751;"(television series Connections)  <1,1,1>"
2487055;193096;"(written by)  <2,1,1>"
2487095;116042;"(play)  <2,1,1>"
2487095;116042;"(screenplay)  <1,1,1>"
2487210;152027;"(screenplay)  <1,1,1>"
2487210;351903;"(based on the novel by)  <2,1,1>"
2487295;310948;""
2487366;263774;"(written by)  <1,1,1>"
2487415;389772;"(written by)  <1,1,1>"
2487653;59590;"(play ""Home Fires Burning"")  <2,1,1>"
2487653;59590;"(screenplay)  <1,1,2>"
2487653;294644;"(screenplay)  <1,1,1>"
2487726;44725;"(screenplay)  <3,1,1>"
2487726;167591;"(novel ""Dvenadtsat stulyev"") (as Ilf)  <1,1,1>"
2487726;255429;"(English translation)  <2,1,1>"
2487726;285123;"(novel ""Dvenadtsat stulyev"") (as Petrov)  <1,2,1>"
2487884;367941;"(characters)  <1,1,1>"
2487884;367941;"(written by)  <2,1,1>"
2488034;304021;"(written by)"
2488227;56401;"(screenplay)  <2,1,1>"
2488227;183565;"(screenplay)  <2,1,2>"
2488227;198711;"(novel)  <1,1,1>"
2488375;394951;""
2488990;117812;"(suggested by book)  <1,1,1>"
2488990;226314;"(written by)  <2,1,1>"
2488990;262608;"(suggested by book)  <1,2,1>"
2489145;240022;"(written by)  <1,1,1>"
2489362;95685;"(novel)  <1,1,1>"
2489362;95685;"(screenplay)  <2,1,1>"
2489534;350901;"(written by)  <1,1,1>"
2489627;226314;"(screenplay)  <2,1,1>"
2489627;292758;"(uncredited)"
2489627;301313;"(based upon the novel by)  <1,1,1>"
2489677;31291;"(screenplay)  <1,1,1>"
2489677;81824;"(screenplay)  <1,1,2>"
2489677;392725;"(original story)  <2,1,1>"
2490074;72418;"(written by)  <2,1,1>"
2490074;106428;"(novel)  <1,1,1>"
2490655;205555;"(story)  <2,1,2>"
2490655;214761;"(story)  <2,1,1>"
2490655;214761;"(written by)  <1,1,1>"
2490779;392114;"(written by)  <1,1,1>"
2490945;240213;"(written by)  <1,1,1>"
2491016;353045;"(novel)"
2491016;353045;"(screenplay)"
2491020;97269;"(play ""Homefront"")  <1,1,1>"
2491020;97269;"(screenplay)  <2,1,1>"
2491068;221017;"(screenplay)  <2,1,1>"
2491068;389809;"(novel)  <1,1,1>"
2491349;155254;"(written by)  <1,1,1>"
2491349;321349;"(written by)  <1,1,2>"
2491493;72405;"(additional writer) (uncredited)"
2491493;205263;"(written by)  <1,1,1>"
2491493;300429;"(additional writer) (uncredited)"
2491493;369799;"(additional writer) (uncredited)"
2491565;240022;"(written by)  <1,1,1>"
2491802;139723;""
2491802;147463;""
2491830;155254;"(written by)  <1,1,1>"
2492491;181693;"(written by)  <1,1,1>"
2492509;103193;"(memoir One Who Walked Alone)  <1,1,1>"
2492509;258131;"(screenplay)  <2,1,1>"
2492644;266095;"(play ""Wifey"") (uncredited)"
2492644;266095;"(screenplay) (as Mr. Noonan)  <1,1,1>"
2492725;138378;"(screenplay)  <1,1,1>"
2492725;138378;"(story)  <2,1,1>"
2492725;281617;"(screenplay)  <1,2,1>"
2492725;336629;"(story)  <2,2,1>"
2492771;17977;""
2493094;8422;"(screenplay)  <2,1,1>"
2493094;171726;"(novel)  <1,1,1>"
2493184;84211;"(screenplay)  <2,2,1>"
2493184;299885;"(play)  <1,1,1>"
2493184;299885;"(screenplay)  <2,1,1>"
2493193;216012;"(translation and adaptation)"
2493193;222465;"(play)"
2493193;222465;"(screenplay)"
2493193;305489;""
2493239;159602;"(writer)"
2493444;24661;"(from the book by)  <3,1,1>"
2493444;42522;"(contributing writer) (uncredited)"
2493444;53912;"(uncredited)"
2493444;112386;"(contributing writer) (uncredited)"
2493444;119103;"(uncredited)"
2493444;145479;"(additional dialogue) (uncredited)"
2493444;148258;"(uncredited)"
2493444;159490;"(contributing writer) (uncredited)"
2493444;201422;"(additional dialogue) (uncredited)"
2493444;203406;"(adaptation)  <2,1,1>"
2493444;203406;"(screenplay)  <1,1,1>"
2493444;224591;"(contributing writer) (uncredited)"
2493444;227040;"(contributing writer) (uncredited)"
2493444;247265;"(contributing writer) (uncredited)"
2493444;260605;"(contributing writer) (uncredited)"
2493444;288116;"(contributing writer) (uncredited)"
2493444;317082;"(screenplay)  <1,1,2>"
2493444;329613;"(contributing writer) (uncredited)"
2493444;337792;"(contributing writer) (uncredited)"
2493444;398194;"(screenplay)  <1,2,2>"
2493503;339433;"(original screenplay)  <1,1,1>"
2493709;75675;"(original story and screenplay)  <1,1,1>"
2493775;114055;"(uncredited)"
2493775;217392;"(screen play)  <2,1,1>"
2493775;219351;"(from the play by) (as Clare Boothe)  <1,1,1>"
2493775;256739;"(screen play)  <2,2,1>"
2493775;350574;"(uncredited)"
2493900;40654;"(story)  <1,2,1>"
2493900;108218;"(screenplay)  <2,1,1>"
2493900;108218;"(story)  <1,1,1>"
2494140;109976;"(screenplay)  <2,2,1>"
2494140;114653;"(characters) (uncredited)  <3,1,1>"
2494140;294838;"(screenplay)  <2,1,1>"
2494140;294838;"(story)  <1,1,1>"
2494140;383757;"(screenplay)  <2,1,2>"
2494140;383757;"(story)  <1,1,2>"
2494739;9438;"(screenplay)  <1,1,1>"
2494739;9438;"(story)  <2,1,1>"
2494739;223346;"(screenplay)  <1,2,1>"
2494787;18859;"(written by)  <1,1,2>"
2494787;278282;"(characters)  <3,1,1>"
2494787;278282;"(written by)  <1,1,1>"
2494787;336553;"(additional contributions by)  <2,1,1>"
2494814;56729;"(screenplay)  <2,1,1>"
2494814;56729;"(story)  <1,1,1>"
2494814;346766;"(story)  <1,2,1>"
2494890;137655;"(written by)  <1,1,1>"
2494890;301664;"(written by)  <1,1,2>"
2494910;97539;"(written by)"
2494924;192805;"(novel)"
2494924;192805;"(screenplay)"
2494924;389199;"(screenplay)"
2494924;394473;"(screenplay)"
2495198;300198;""
2495198;312913;""
2495779;187863;"(written by)  <1,1,1>"
2495820;164510;"(adaptation) (as Russell Hughes)  <2,1,1>"
2495820;334591;"(screenplay)  <1,1,1>"
2495820;400832;"(story)  <3,1,1>"
2496353;86432;"(screenplay)  <2,1,1>"
2496353;86432;"(story)  <1,1,1>"
2496353;108942;"(screenplay)  <2,2,2>"
2496353;108948;"(screenplay)  <2,2,1>"
2496353;352387;"(screenplay)  <2,1,2>"
2496353;352387;"(story)  <1,1,2>"
2496608;287968;""
2496767;92567;"(from a novel by)  <2,2,1>"
2496767;92567;"(play ""Sucker"") (uncredited)"
2496767;156265;"(screen play)  <1,1,1>"
2496767;246412;"(from a novel by)  <2,1,1>"
2496767;246412;"(play ""Sucker"") (uncredited)"
2496783;133057;"(play)"
2496783;133057;"(screenplay)"
2496840;237012;"(novel ""They Shoot Horses, Don't They?"")  <1,1,1>"
2496840;289310;"(screenplay)  <2,1,1>"
2496840;364022;"(screenplay)  <2,2,1>"
2497211;226314;"(written by)  <1,1,1>"
2497211;337820;"(written by)  <1,1,2>"
2497303;312515;"(written by)  <1,1,1>"
2497412;160260;"(screenplay)  <2,2,1>"
2497412;189747;"(novel)  <1,1,1>"
2497412;237630;"(screenplay)  <2,1,1>"
2497499;45979;"(writer)"
2497499;110451;"(writer)"
2497499;319588;"(writer)"
2497612;130847;"(screenplay)  <1,1,1>"
2497612;135944;"(additional material)"
2497612;238770;"(screenplay)  <1,1,2>"
2497612;239049;"(uncredited)  <2,1,1>"
2498040;296151;""
2498143;141702;"(written by)  <1,1,1>"
2498143;238719;"(written by)  <1,1,2>"
2498143;302425;"(written by)  <1,1,4>"
2498143;333906;"(written by)  <1,1,3>"
2498578;140400;"(screenplay)  <2,1,1>"
2498578;363856;"(story)  <1,1,1>"
2498766;6309;"(written by)  <1,1,1>"
2498766;16617;"(books)  <2,1,1>"
2499216;46234;"(story and titles)  <1,1,1>"
2499216;151538;"(story and titles) (as Jean Havez)  <1,1,3>"
2499216;184456;"(uncredited)"
2499216;248084;"(story and titles) (as Joseph Mitchell)  <1,1,2>"
2499368;136465;"(novel ""Six Days of the Condor"")  <1,1,1>"
2499368;300429;"(screenplay)  <2,2,1>"
2499368;330908;"(screenplay)  <2,1,1>"
2499488;305653;"(story)  <1,1,1>"
2499488;316203;"(screenplay)  <2,1,1>"
2499704;47862;"(story)"
2499704;47863;"(story)"
2499704;47863;"(written by)"
2499854;9226;"(screenplay)  <2,1,1>"
2499854;138081;"(story)  <1,1,1>"
2499854;138119;"(story)  <1,1,2>"
2499970;44857;"(screenplay)  <2,2,1>"
2499970;373913;"(screenplay) (as Rodney Vaccaro)  <2,1,1>"
2499970;373913;"(story) (as Rodney Vaccaro)  <1,1,1>"
2500022;114620;"(written by)  <1,1,1>"
2500735;9037;"(original classic fairytale)"
2500735;35944;"(screenplay)"
2500886;114653;"(original story)  <3,2,1>"
2500886;161594;"(screenplay)  <1,2,1>"
2500886;224780;"(screenplay)  <1,1,1>"
2500886;236682;"(original story)  <3,1,1>"
2500886;392225;"(original screenplay)  <2,1,1>"
2500886;392225;"(original story)  <3,1,2>"
2500912;65928;"(written by)  <1,1,1>"
2501253;397382;""
2501253;401427;""
2501343;62573;"(writer)"
2501343;400324;"(novel ""Tian Yu"")"
2501343;400324;"(screenplay)"
2502334;191130;"(written by)  <1,1,1>"
2502334;238336;"(written by)  <1,1,2>"
2502501;183682;""
2502501;203082;"(idea) (as Christa Fuller-Lang)"
2503087;130210;"(written by)  <1,1,2>"
2503087;276094;"(written by)  <1,1,1>"
2503342;263353;""
2503584;305152;"(comic series)  <3,1,1>"
2503584;305152;"(story)  <2,1,1>"
2503584;378916;"(comic series)  <3,2,1>"
2503584;378916;"(screenplay)  <1,1,1>"
2503584;378916;"(story)  <2,1,2>"
2503810;266675;"(written by)  <1,1,1>"
2503810;334316;"(written by)  <1,2,1>"
2503827;211536;"(written by)  <1,1,1>"
2504015;186062;"(original screenplay)  <1,2,1>"
2504015;350263;"(original screenplay)  <1,1,1>"
2504449;15892;"(screenplay)  <2,2,1>"
2504449;24539;"(story)  <1,1,1>"
2504449;100757;"(screenplay)  <2,1,1>"
2504449;236947;"(story)  <1,2,1>"
2504449;391197;"(screenplay)  <2,3,1>"
2504464;41043;"(written by)  <1,1,1>"
2504464;42628;"(written by) (as Richard Breen)  <1,2,1>"
2504464;162707;"(poem ""When I Was One-and-Twenty"") (uncredited)  <2,1,1>"
2504464;302576;"(written by)  <1,1,2>"
2504469;52775;"(written by)  <1,1,1>"
2504794;332709;"(play ""Titus Andronicus"")  <1,1,1>"
2504794;360907;"(screenplay)  <2,1,1>"
2504995;209821;"(original story)  <1,1,1>"
2504995;219141;"(original story) (uncredited)"
2504995;235313;"(screenplay)  <2,1,1>"
2505066;72362;"(contributing writer) (uncredited)"
2505066;93192;"(novel)  <2,1,1>"
2505066;152027;"(screenplay)  <1,1,1>"
2505091;89998;""
2505091;314552;""
2505110;154700;"(screenplay)  <2,1,1>"
2505110;235458;"(book)  <1,1,1>"
2505183;41350;"(play)  <1,1,1>"
2505183;185205;"(screenplay)  <2,1,1>"
2505263;116042;"(screenplay)  <2,1,1>"
2505263;207755;"(novel ""To Kill a Mockingbird"")  <1,1,1>"
2505515;41517;"(novel)  <1,1,1>"
2505515;67116;"(written for the screen by)  <2,1,1>"
2505595;25405;"(written by)  <1,1,1>"
2506826;7005;"<1,1,1>"
2507383;318859;"(story)  <1,1,1>"
2507383;370362;"(screenplay)  <2,1,1>"
2507383;370362;"(story)  <1,1,2>"
2507620;150982;"(play)  <1,1,1>"
2507620;150982;"<2,1,1>"
2507620;159203;"<2,1,2>"
2507690;112349;"(novel ""Tom Jones"")  <2,1,1>"
2507690;273516;"(screenplay)  <1,1,1>"
2507787;218246;"(screenplay)  <2,2,1>"
2507787;344447;"(screenplay)  <2,1,1>"
2507787;371738;"(novel ""The Adventures of Tom Sawyer"")  <1,1,1>"
2508020;172707;"(written by)  <1,1,1>"
2508085;316253;"(screenplay)  <3,1,1>"
2508085;368023;"(album)  <1,1,1>"
2508085;368023;"(story)  <2,1,1>"
2508103;371267;"(written by)  <1,1,1>"
2508103;371471;"(written by)  <1,1,2>"
2508265;109976;"(written by)  <2,1,1>"
2508265;114653;"(characters) (uncredited)  <1,1,1>"
2509455;57508;"(written by)  <1,1,1>"
2509455;104627;"(written by)  <1,1,2>"
2509455;401655;"(magazine article ""Top Guns"")  <2,1,1>"
2509481;108394;"(play) (uncredited)"
2509481;160599;"(contributor to treatment) (uncredited)"
2509481;204749;"(play) (uncredited)"
2509481;267888;"(adaptation) (uncredited)"
2509481;328894;"(screen play)  <1,2,1>"
2509481;346118;"(contributor to screenplay construction) (uncredited)"
2509481;360482;"(screen play)  <1,1,1>"
2509481;360482;"(story)  <2,1,1>"
2509643;360812;"(screenplay) (as Samuel Taylor)  <2,1,1>"
2509643;373455;"(from the novel by)  <1,1,1>"
2509799;209176;"(written by)"
2509841;108390;"(based on ""The Broken Seal"")  <3,1,1>"
2509841;116629;"(screenplay)  <1,1,1>"
2509841;188294;"(screenplay)  <1,1,3>"
2509841;199172;"(Japanese sequences) (uncredited)  <4,1,1>"
2509841;270245;"(screenplay)  <1,1,2>"
2509841;292299;"(based on ""Tora! Tora! Tora!"")  <2,1,1>"
2510141;145940;"(contributor to screenplay) (uncredited)"
2510141;251359;"(written by)  <1,1,1>"
2510141;387256;"(contributor to screenplay) (uncredited)"
2510661;147019;"(screenplay)  <1,1,1>"
2510683;91079;"(short story ""We Can Remember It For You Wholesale"") (inspiration) (as Phillip K. Dick)  <1,1,1>"
2510683;133045;"(screenplay)  <3,2,1>"
2510683;267997;"(screen story)  <2,1,2>"
2510683;267997;"(screenplay)  <3,1,2>"
2510683;291764;"(screen story)  <2,2,1>"
2510683;336391;"(screen story)  <2,1,1>"
2510683;336391;"(screenplay)  <3,1,1>"
2511051;210123;"(novel)  <1,1,1>"
2511051;327204;"(screenplay)  <2,1,1>"
2511131;68347;"(contributing writer: reshoots) (uncredited)"
2511131;233269;"(based on the novel ""Badge Of Evil"" by)  <2,1,1>"
2511131;250057;"(additional scenes) (uncredited)"
2511131;389719;"(screenplay)  <1,1,1>"
2511307;76626;""
2511307;272995;""
2511419;92263;"(writer)"
2512048;68720;"(screenplay)  <2,3,1>"
2512048;93126;"(original story by)  <1,2,1>"
2512048;204703;"(original story by)  <1,1,1>"
2512048;299023;"(original story by)  <1,4,1>"
2512048;343735;"(screenplay)  <2,3,2>"
2512048;348082;"(original story by)  <1,3,1>"
2512048;348082;"(screenplay)  <2,2,1>"
2512048;391197;"(screenplay)  <2,1,1>"
2512050;41977;"(original story by)  <1,3,1>"
2512050;60383;"(screenplay)  <2,3,1>"
2512050;93126;"(original story by)  <1,2,1>"
2512050;163502;"(screenplay)  <2,2,1>"
2512050;204703;"(original story by)  <1,1,1>"
2512050;348082;"(original story by)  <1,4,1>"
2512050;348082;"(screenplay)  <2,1,1>"
2512050;388054;"(screenplay)  <2,3,2>"
2512132;78059;"(written by)  <1,1,1>"
2512132;211536;"(written by)  <1,1,2>"
2512542;149628;"(written by)  <1,1,1>"
2512542;389045;"(written by)  <1,1,2>"
2513057;135028;""
2513082;244884;"(writer)"
2513082;274350;"(italian version)"
2513237;159181;"(screenplay)  <2,1,1>"
2513237;389941;"(novel)  <1,1,1>"
2513519;125489;"(story)  <1,1,3>"
2513519;132815;"(story)  <1,1,1>"
2513519;132815;"(writer)  <2,1,1>"
2513519;308548;"(story)  <1,1,2>"
2514865;238084;"(written by)  <1,1,1>"
2514980;390416;""
2515489;49611;""
2516147;30611;"(screenplay)  <2,1,2>"
2516147;30611;"(story)  <1,1,2>"
2516147;30655;"(screenplay)  <2,1,1>"
2516147;30655;"(story)  <1,1,1>"
2516147;125136;"(story)  <1,2,1>"
2516166;135947;"(written by)  <1,2,1>"
2516166;183338;"(written by)  <1,1,1>"
2516358;324874;"(writer)"
2516406;252835;"(uncredited)  <3,1,1>"
2516406;256841;"(screenplay)  <2,1,1>"
2516406;343673;"(screenplay)  <2,2,1>"
2516406;366953;"(screenplay)  <2,3,1>"
2516406;366953;"(story)  <1,1,1>"
2516406;397394;"(uncredited)  <3,2,1>"
2517067;148472;"(written by)  <1,1,1>"
2517305;33007;"(story)  <1,1,2>"
2517305;315243;"(screenplay)  <2,1,1>"
2517305;315243;"(story)  <1,1,1>"
2517391;148551;""
2517391;275129;""
2517391;291957;"(story)"
2517391;384869;""
2517414;160175;"(scenario collaborator)  <2,1,1>"
2517414;188199;"(scenario)  <1,1,1>"
2517414;191842;"(scenario collaborator)  <2,3,1>"
2517414;204759;"(dialogue translation)  <3,1,1>"
2517414;287086;"(scenario)  <1,2,1>"
2517414;404340;"(scenario collaborator)  <2,2,1>"
2517415;160175;"(scenario collaborator)  <2,1,1>"
2517415;167168;"(scenario collaborator)  <2,3,1>"
2517415;188199;"(scenario)  <1,1,1>"
2517415;287086;"(scenario)  <1,2,1>"
2517415;404340;"(scenario collaborator)  <2,2,1>"
2517416;188199;"<1,1,1>"
2517416;287086;"<1,1,2>"
2517491;37858;""
2517491;315710;""
2518007;176775;"(adaptation)  <2,1,1>"
2518007;204749;"(as Laszlo Aladar) (play ""The Honest Finder"")  <1,1,1>"
2518007;299346;"(screenplay)  <1,1,1>"
2518391;43369;"(screenplay)  <2,2,1>"
2518391;140400;"(screenplay)  <2,1,1>"
2518391;191128;"(novel)  <1,1,1>"
2518391;325634;"(screenplay)  <2,3,1>"
2518423;291119;"(novel)  <1,1,1>"
2518423;307931;"(screenplay)  <2,1,1>"
2518451;52775;"(screenplay)  <2,1,1>"
2518451;180706;"(screenplay ""La Totale!"")  <1,3,1>"
2518451;244365;"(screenplay ""La Totale!"")  <1,2,1>"
2518451;405313;"(screenplay ""La Totale!"")  <1,1,1>"
2518541;16304;"(uncredited)"
2518541;359552;"(written by)  <1,1,1>"
2518736;150154;""
2518905;247538;"(written by)  <1,1,1>"
2519338;188294;"(screenplay)  <1,1,1>"
2519338;199172;"(screenplay)  <1,1,3>"
2519338;270245;"(screenplay)  <1,1,2>"
2519338;400143;"(novel ""Nichinichi heian"")  <2,1,1>"
2520062;207441;""
2520062;324973;""
2520326;268361;"(screenplay)  <2,1,1>"
2520326;334276;"(screenplay)  <2,2,1>"
2520326;334276;"(story)  <1,1,1>"
2520706;80844;"<1,1,2>"
2520706;211817;"<1,1,1>"
2520712;43109;"(written by)  <1,1,1>"
2520896;2221;"(screenplay)  <2,1,1>"
2520896;80806;"(story)  <1,1,1>"
2520896;157290;"(story)  <1,2,1>"
2520896;164033;"(story)  <1,1,2>"
2521170;158926;"(novel)"
2521170;287835;"(screenplay)"
2521605;256059;"(scenario)"
2521605;332709;"(play)"
2521652;229359;"(film La Jetée)  <1,1,1>"
2521652;282812;"(screenplay) (as David Peoples)  <2,1,1>"
2521652;282817;"(screenplay)  <2,1,2>"
2521851;29054;"(written by)  <1,1,1>"
2521851;316440;"(written by)  <1,1,2>"
2521986;289720;"(written by)  <1,1,1>"
2521986;289722;"(written by)  <1,1,2>"
2522004;104178;"(written by)  <1,1,2>"
2522004;120598;"(television series Twin Peaks)  <2,1,1>"
2522004;220917;"(television series Twin Peaks)  <2,1,2>"
2522004;220917;"(written by)  <1,1,1>"
2522027;6547;"<1,1,1>"
2522027;98578;"<1,2,1>"
2522182;94381;""
2522318;75767;"(written by)  <1,1,1>"
2522318;230734;"(written by)  <1,1,2>"
2522447;348986;"(written by)  <1,1,1>"
2522562;93091;"(novel)"
2522562;328895;""
2522618;84029;"(written by)  <1,1,1>"
2522651;175856;"(screenplay) (as Olivia Johnson)"
2522674;365717;"(written by)  <1,1,1>"
2522758;13224;"(screenplay)  <2,1,2>"
2522758;13224;"(story)  <1,1,2>"
2522758;206845;"(screenplay)  <2,1,1>"
2522758;206845;"(story)  <1,1,1>"
2522758;209581;"(story)  <1,2,1>"
2522948;95172;"(story) (as Macgregor Douglas)  <1,1,2>"
2522948;189780;"(screenplay)  <2,1,1>"
2522948;189780;"(story)  <1,1,1>"
2522957;369707;"(screenplay)  <2,1,2>"
2522957;369708;"(screenplay)  <2,1,1>"
2522957;390828;"(novel)  <1,1,1>"
2523180;212074;""
2524414;305653;"(book ""Stray Dogs"")  <2,1,1>"
2524414;305653;"(screenplay)  <1,1,1>"
2524549;16783;"(screenplay)  <2,3,1>"
2524549;250956;"(screenplay)  <2,2,1>"
2524549;254661;"(screenplay)  <2,1,1>"
2524549;254661;"(story)  <1,1,1>"
